Material: Aluminum
Thickness: 10.0 mm
Longitudinal wave velocity: 6148.934278633423 m/s
Shear wave velocity: 3097.3259457927006 m/s

S0				S1				S2				S3				S4				A0				A1				A2				A3				A4
fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	
3434.3		699.4		5959.6		773.6		7070.7		718.4		9899.0		985.0						3232.3		725.8		4848.5		764.6		7979.8		1036.3								
3535.4		725.5		6060.6		800.0		7171.7		732.9										3333.3		746.8		4949.5		793.6		8080.8		1063.8								
3636.4		751.2		6161.6		827.3		7272.7		747.4										3434.3		767.8		5050.5		822.3		8181.8		1091.8								
3737.4		776.5		6868.7		1028.1		7373.7		762.2										3535.4		788.9		5151.5		850.7		8282.8		1120.2								
3838.4		801.5		7070.7		1085.6		7474.7		777.0										3636.4		810.0		5252.5		878.7		8383.8		1148.8								
3939.4		826.1		7575.8		1225.8		7575.8		792.1										3737.4		831.1		5353.5		906.3		8484.8		1177.6								
4040.4		850.6		7878.8		1307.3		7676.8		807.5										3838.4		852.3		5454.5		933.5		8585.9		1206.5								
4141.4		874.8		7979.8		1334.0		7777.8		823.1										3939.4		873.5		5555.6		960.4		8686.9		1235.5								
4242.4		898.8		8282.8		1412.8		7878.8		839.1										4040.4		894.7		5656.6		987.0		8787.9		1264.5								
4343.4		922.7		8383.8		1438.7		7979.8		855.4										4141.4		916.0		5757.6		1013.2		8888.9		1293.4								
4444.4		946.3		8484.8		1464.4		8080.8		872.1										4242.4		937.3		5858.6		1039.1		8989.9		1322.3								
4545.5		969.9		8787.9		1540.5		8181.8		889.2										4343.4		958.6		5959.6		1064.8		9090.9		1351.0								
4646.5		993.3		8888.9		1565.6		8282.8		906.8										4444.4		979.9		6060.6		1090.2		9191.9		1379.7								
4747.5		1016.6		8989.9		1590.5		8383.8		924.8										4545.5		1001.3		6161.6		1115.3		9292.9		1408.2								
4848.5		1039.8		9090.9		1615.2		8484.8		943.5										4646.5		1022.7		6262.6		1140.2		9393.9		1436.5								
4949.5		1062.9		9393.9		1688.8		8585.9		962.6										4747.5		1044.1		6363.6		1164.8		9494.9		1464.6								
5050.5		1085.9		9494.9		1713.0		8686.9		982.4										4848.5		1065.5		6464.6		1189.3		9596.0		1492.6								
5151.5		1108.8		9596.0		1737.2		8787.9		1002.8										4949.5		1087.0		6565.7		1213.6		9697.0		1520.5								
5252.5		1131.7		9697.0		1761.2		8888.9		1023.9										5050.5		1108.5		6666.7		1237.6		9798.0		1548.1								
5353.5		1154.5		9798.0		1785.1		8989.9		1045.6										5151.5		1130.0		6767.7		1261.6		9899.0		1575.6								
5454.5		1177.2		9899.0		1809.0		9090.9		1068.0										5252.5		1151.5		6868.7		1285.3												
5555.6		1199.9						9191.9		1091.2										5353.5		1173.0		6969.7		1308.9												
5656.6		1222.5						9292.9		1115.0										5454.5		1194.6		7070.7		1332.4												
5757.6		1245.1						9393.9		1139.5										5555.6		1216.2		7171.7		1355.7												
5858.6		1267.6						9494.9		1164.7										5656.6		1237.8		7272.7		1378.9												
5959.6		1290.1						9596.0		1190.6										5757.6		1259.4		7373.7		1402.0												
6060.6		1312.6						9697.0		1217.0										5858.6		1281.0		7474.7		1425.0												
6161.6		1335.0						9798.0		1244.0										5959.6		1302.7		7575.8		1447.8												
6262.6		1357.4						9899.0		1271.4										6060.6		1324.4		7676.8		1470.6												
6363.6		1379.8																		6161.6		1346.1		7777.8		1493.3												
6464.6		1402.1																		6262.6		1367.8		7878.8		1515.9												
6565.7		1424.4																		6363.6		1389.5		7979.8		1538.4												
6666.7		1446.7																		6464.6		1411.2		8080.8		1560.8												
6767.7		1469.0																		6565.7		1432.9		8181.8		1583.1												
6868.7		1491.3																		6666.7		1454.7		8282.8		1605.4												
6969.7		1513.5																		6767.7		1476.5		8383.8		1627.6												
7070.7		1535.7																		6868.7		1498.3		8484.8		1649.7												
7171.7		1557.9																		6969.7		1520.0		8585.9		1671.8												
7272.7		1580.1																		7070.7		1541.8		8686.9		1693.8												
7373.7		1602.3																		7171.7		1563.7		8787.9		1715.8												
7474.7		1624.5																		7272.7		1585.5		8888.9		1737.7												
7575.8		1646.6																		7373.7		1607.3		8989.9		1759.6												
7676.8		1668.7																		7474.7		1629.1		9090.9		1781.4												
7777.8		1690.9																		7575.8		1651.0		9191.9		1803.1												
7878.8		1713.0																		7676.8		1672.8																
7979.8		1735.1																		7777.8		1694.7																
8080.8		1757.2																		7878.8		1716.6																
8181.8		1779.3																		7979.8		1738.5																
8282.8		1801.4																		8080.8		1760.3																
8383.8		1823.5																		8181.8		1782.2																
8484.8		1845.5																		8282.8		1804.1																
8585.9		1867.6																		8383.8		1826.0																
8686.9		1889.7																		8484.8		1847.9																
8787.9		1911.7																		8585.9		1869.8																
8888.9		1933.8																		8686.9		1891.8																
